"","id","author_id","created_at","text","lang","source","retweet_count","reply_count","like_count","quote_count","hashtags","mentions","urls","possibly_sensitive","conversation_id","reply_settings","context_entities","referenced_tweets","text_clean","tmpid","Effectiveness_of_GLP1_Agonists","Personal_Experiences_and_Side_Effects","Perceptions_of_Weight_Loss","Food_Industry_Perceptions","Addiction_and_Cravings","Weight_Loss_Journey","Marketing_and_Product_Ideas","Mood_and_Energy","Scientific_Information","Societal_Issues","author_username","author_name","author_profile_image","author_verified","author_followers","count","day"
"11",1943527765673718216,1682571557313343488,2025-07-11 04:28:22,"Necesito un strawberry matcha lemonade labubu 24k ai gold ozempic stanley lululemon dubai chocolate benson boone crumbl starbucks","en",NA,0,1,1,0,"[]","[]","[]",FALSE,1943527765673718216,"everyone","['Benson Boone', 'Dining', 'QSR - Dining', 'Sports/Outdoor - Fashion', 'Food & Beverage Business', 'Textile, Apparel & Luxury Good Business', 'Starbucks', 'Lululemon', 'Benson Boone', 'Food', 'Fashion Brand', 'Starbucks', 'Tea', 'Matcha', 'Coffee', 'Sports/Outdoor - Fashion', 'Lululemon', 'Lululemon', 'Athletic apparel']","[]","Necesito un strawberry matcha lemonade labubu 24k ai gold ozempic stanley lululemon dubai chocolate benson boone crumbl starbucks",11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"remmomazos","r","https://pbs.twimg.com/profile_images/1943523300451229696/5hnHbAGR_normal.jpg",FALSE,10,1,11
"12",1943447472522826078,1835849240612134912,2025-07-10 23:09:19,"Hunger strikes still count on ozempic.","en",NA,0,0,0,0,"[]","[]","[]",FALSE,1943447472522826078,"everyone","[]","[]","Hunger strikes still count on ozempic.",12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BudgetCaliphate","Jihad on a Shoestring 🇵🇸","https://pbs.twimg.com/profile_images/1904212725414428672/zTpFQt0x_normal.jpg",FALSE,156,1,10
"13",1943439284998148429,1940516998284562435,2025-07-10 22:36:47,"GLP 1 no hungry pain Day 1 https://t.co/CAn0dNrOFO via @YouTube","en",NA,0,0,0,0,"[]","['YouTube']","['https://youtu.be/EjLxq5P6vEQ?si=QA664iFp9fq_LPYj']",FALSE,1943439284998148429,"everyone","[]","[]","GLP 1 no hungry pain Day 1 via @YouTube",13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Brandbox_ATL","BrandboxATL","https://pbs.twimg.com/profile_images/1944458233818554369/hfH-86Wd_normal.jpg",FALSE,3,1,10
"14",1943436605349364027,2945888140,2025-07-10 22:26:08,"In a paper released in Addiction, scientists reported that people with a history of alcohol use disorder who were prescribed these medications were 50% less likely to binge drink. The results were similarly striking for those struggling with opioids. https://t.co/nfqnlwFOvB","en",NA,0,0,0,0,"[]","[]","['https://go.upcontent.com/34ff7b3e-7cdc-45ec-8d55-18c3ec8e37e0']",FALSE,1943436605349364027,"everyone","[]","[]","In a paper released in Addiction scientists reported that people with a history of alcohol use disorder who were prescribed these medications were 50% less likely to binge drink. The results were similarly striking for those struggling with opioids.",14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"maryannlubeskie","Mary Ann Lubeskie","https://pbs.twimg.com/profile_images/549207804771192832/bRZk1uSW_normal.jpeg",FALSE,399,1,10
"15",1943426682586558686,1788135583010967552,2025-07-10 21:46:42,"The featured offer of today's show is the MindBody GLP-1 System by Life Vantage.

Support stable blood sugar, reduce carb cravings, and regain control over hunger—a revolutionary, drug-free approach.
https://t.co/4sO7mj3RWa https://t.co/0g6LUs7FTj","en",NA,0,0,1,1,"[]","[]","['https://callinghealers.lifevantage.com/us-en/shop/mindbody-glp-1-system', 'https://x.com/TheSpeakerSalon/status/1943426682586558686/photo/1']",FALSE,1943426682586558686,"everyone","[]","[]","The featured offer of todays show is the MindBody GLP-1 System by Life Vantage. Support stable blood sugar reduce carb cravings and regain control over hunger—a revolutionary drug-free approach.",15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TheSpeakerSalon","Speaker Salon","https://pbs.twimg.com/profile_images/1794484910193020929/Va79wf5p_normal.jpg",FALSE,507,1,10
"16",1943419876993044827,1666465827804139521,2025-07-10 21:19:40,"Old me: Struggling with cravings, slow progress, and frustration.

New me: In control, energized, and finally seeing real results with GLP-1 support!

Ready to upgrade your journey? Discover the difference at https://t.co/JdtYe95eti

#NewYou  #BeforeAndAfter #RealResults https://t.co/psZM81tVmd","en",NA,0,0,0,0,"['NewYou', 'BeforeAndAfter', 'RealResults']","[]","['http://medicaweightloss.com', 'https://x.com/JosephC03951327/status/1943419876993044827/photo/1']",FALSE,1943419876993044827,"everyone","[]","[]","Old me  Struggling with cravings slow progress and frustration. New me  In control energized and finally seeing real results with GLP-1 support! Ready to upgrade your journey? Discover the difference at",16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"JosephC03951327","Joseph C","https://pbs.twimg.com/profile_images/1714741154594377728/H2tr4OEH_normal.jpg",FALSE,1,1,10
"17",1943419671828439419,1192456923653783552,2025-07-10 21:18:51,"Old me: Struggling with cravings, slow progress, and frustration.

New me: In control, energized, and finally seeing real results with GLP-1 support!

Ready to upgrade your journey? Discover the difference at https://t.co/y81Zccsn0M

#NewYou #GLP1 #Transformation #WeightLoss https://t.co/g1D6JCvPaq","en",NA,0,0,1,0,"['NewYou', 'GLP1', 'Transformation', 'WeightLoss']","[]","['http://medicaweightloss.com', 'https://x.com/onemedicalwl/status/1943419671828439419/photo/1']",FALSE,1943419671828439419,"everyone","['Sports & Fitness Business', 'Fitness']","[]","Old me  Struggling with cravings slow progress and frustration. New me  In control energized and finally seeing real results with GLP-1 support! Ready to upgrade your journey? Discover the difference at",17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"onemedicalwl","Medica Weight Loss","https://pbs.twimg.com/profile_images/1897381070514847744/EmBGEr76_normal.jpg",FALSE,12,1,10
"18",1943378477203284306,1649073165602045954,2025-07-10 18:35:09,"A gut microbe may be the natural key to regulating blood sugar and curbing sugar cravings—and could work just like Ozempic. Discover the new research. #GutHealth #OzempicAlternative #BloodSugar

https://t.co/k4nQs89CZ4","en",NA,0,0,0,0,"['GutHealth', 'OzempicAlternative', 'BloodSugar']","[]","['https://hsionline.com/2025/05/15/this-gut-microbe-could-be-natures-ozempic/']",FALSE,1943378477203284306,"everyone","[]","[]","A gut microbe may be the natural key to regulating blood sugar and curbing sugar cravings—and could work just like Ozempic. Discover the new research.",18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"HSI_news","Health Science Institute","https://pbs.twimg.com/profile_images/1649073333386838018/Cw9glXjR_normal.jpg",FALSE,5,1,10
"19",1943363562430456287,1454110588255145989,2025-07-10 17:35:53,"Oomfie On ozempic but eating a 1000 cal ice cream 🤪","en",NA,0,2,7,0,"[]","[]","[]",FALSE,1943363562430456287,"everyone","['Food & Beverage Business', 'Food', 'Food experience']","[]","Oomfie On ozempic but eating a 1000 cal ice cream",19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hardcandypatrik","patrick 🍭 🍬 #HARDCANDY","https://pbs.twimg.com/profile_images/1919543609537466368/Ptqh8axk_normal.jpg",FALSE,661,1,10
"20",1943352542118699047,410535062,2025-07-10 16:52:06,"Who's going to be the first to release a chocolate bar with ozempic built in and market it as basically celery?","en",NA,0,0,0,0,"[]","[]","[]",FALSE,1943352542118699047,"everyone","[]","[]","Whos going to be the first to release a chocolate bar with ozempic built in and market it as basically celery?",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"StefanBuilds","Stefan 🚀","https://pbs.twimg.com/profile_images/1911223742220365824/F_Bve8EY_normal.jpg",FALSE,919,1,10
"21",1943339332439355560,1754988501697789952,2025-07-10 15:59:37,"guys if you binge too much and get type 2 diabetes you’ll have to go on ozempic so technically you can lose weight by binging at some point #brain","en",NA,0,0,2,0,"['brain']","[]","[]",FALSE,1943339332439355560,"everyone","[]","[]","guys if you binge too much and get type 2 diabetes youll have to go on ozempic so technically you can lose weight by binging at some point",21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"moedoll_","‏۟","https://pbs.twimg.com/profile_images/1937632071456796672/wmd7m-aJ_normal.jpg",FALSE,666,1,10
"22",1943338510150205525,1724924135393107968,2025-07-10 15:56:20,"“She lost with ozempic, that’s cheating.”
Y’all know it just reduces your appetite right?? They get less cravings that’s it. It doesn’t make your metabolism go crazy and make you lose weight magically. They still have to do a cal deficit and workout to lose the weight.","en",NA,1,6,155,1,"[]","[]","[]",FALSE,1943338510150205525,"everyone","['Exercises']","[]","She lost with ozempic thats cheating. Yall know it just reduces your appetite right?? They get less cravings thats it. It doesnt make your metabolism go crazy and make you lose weight magically. They still have to do a cal deficit and workout to lose the weight.",22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yvesskin","yves","https://pbs.twimg.com/profile_images/1940650332100460547/RY-JqlkY_normal.jpg",FALSE,4483,1,10
"23",1943317969158680653,845716710,2025-07-10 14:34:43,"Golden Mounjaro dose that shifts most weight &amp; why it's OK to be hungry on jabs https://t.co/HYMqdv7SpQ","en",NA,0,0,0,0,"[]","[]","['https://www.thesun.co.uk/health/35782030/golden-dose-mounjaro-lose-most-weight-hungry-fat-jab/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1752150228']",FALSE,1943317969158680653,"everyone","[]","[]","Golden Mounjaro dose that shifts most weight & why its OK to be hungry on jabs",23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TheSunHealth","SunHealth","https://pbs.twimg.com/profile_images/798532221242142720/RiRQu7aS_normal.jpg",FALSE,758,1,10
"24",1943287596794171494,1917156721245515777,2025-07-10 12:34:02,"Hi, 
Been trying to eat better without going crazy over cravings — this SheMed blog was honestly helpful.
https://t.co/9WpnwF0nfI

#SmallStepsBigChange #CravingHelp #SheMed @BudgetDiet","en",NA,0,0,0,0,"['SmallStepsBigChange', 'CravingHelp', 'SheMed']","['BudgetDiet']","['https://www.shemed.co.uk/blog/mounjaro-outperforms-wegovy-in-major-weight-loss-drug-trial']",FALSE,1943287596794171494,"everyone","[]","[]","Hi Been trying to eat better without going crazy over cravings — this SheMed blog was honestly helpful. @BudgetDiet",24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"HarryWard19949","Harry Ward","https://pbs.twimg.com/profile_images/1917157606604562432/LjeAO_7D_normal.jpg",FALSE,3,1,10
"25",1943256570370101469,18820955,2025-07-10 10:30:44,"Day 53 on the weight loss injection Mounjaro:  

Finally stopped celebrating my birthday and snacking on the ice cream in the freezer.

Also: have stopped the photos taken in bed. Hope you’re happy, prudes!

Total loss: 9.05kg

Start weight: 84.8kg  

Today’s weight: 75.75kg https://t.co/gybX0a0nIS","en",NA,0,1,11,0,"[]","[]","['https://x.com/ArianeSherine/status/1943256570370101469/photo/1']",FALSE,1943256570370101469,"everyone","[]","[]","Day 53 on the weight loss injection Mounjaro  Finally stopped celebrating my birthday and snacking on the ice cream in the freezer. Also  have stopped the photos taken in bed. Hope youre happy prudes! Total loss  9.05kg Start weight  84.8kg Todays weight  75.75kg",25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ArianeSherine","Ariane Sherine","https://pbs.twimg.com/profile_images/1865308041698070528/eQbqbXmH_normal.jpg",FALSE,9849,1,10
"26",1943221810025152614,1859685190571876352,2025-07-10 08:12:37,"STDEI® GLP-1 Oral Solution burns fat, curbs hunger, balances sugar, and boosts energy—natural, safe, and effective in just 7 days
https://t.co/14YxiNTXu6 https://t.co/JOLAtViMbI","en",NA,0,0,0,0,"[]","[]","['https://lovilds.sale/stdei-glp-1-weight-loss-oral-solution/', 'https://x.com/megamalloo/status/1943221810025152614/photo/1']",FALSE,1943221810025152614,"everyone","['Food & Beverage Business']","[]","STDEI GLP-1 Oral Solution burns fat curbs hunger balances sugar and boosts energy—natural safe and effective in just 7 days",26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"megamalloo","Online Shopping","https://pbs.twimg.com/profile_images/1926969439859216385/Ht2PMDOX_normal.jpg",FALSE,1,1,10
"27",1943191400616456432,1890373280034676736,2025-07-10 06:11:47,"STDEI® GLP-1 Oral Solution reduces cravings, burns fat, balances sugar, boosts energy and immunity — science-backed, MHRA approved, safe results in 7 days.

https://t.co/HPSKu0vcbv https://t.co/7GGxaDtCJG","en",NA,0,0,0,0,"[]","[]","['https://gooshopo.com/glp-1-weight-loss-oral-solution/', 'https://x.com/GooShopo/status/1943191400616456432/photo/1']",FALSE,1943191400616456432,"everyone","[]","[]","STDEI GLP-1 Oral Solution reduces cravings burns fat balances sugar boosts energy and immunity — science-backed MHRA approved safe results in 7 days.",27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"GooShopo","Online Store","https://pbs.twimg.com/profile_images/1927022598342230016/H-AFmkn5_normal.jpg",FALSE,10,1,10
"28",1943185712473645513,1934545813952221184,2025-07-10 05:49:11,"Hi,
Some women are finding success with Mounjaro—not just for weight loss, but for energy, cravings, and hormonal balance too.
Not a quick fix. But a real option.
https://t.co/JLQkA1xqUN
#SheMed #GLP1 #HormonalWeightLoss #WomenOnly @DenLoss","en",NA,0,0,0,0,"['SheMed', 'GLP1', 'HormonalWeightLoss', 'WomenOnly']","['DenLoss']","['https://www.shemed.co.uk/blog/nutrition-tips-to-maximise-weight-loss-on-mounjaro-or-wegovy']",FALSE,1943185712473645513,"everyone","[]","[]","Hi Some women are finding success with Mounjaro—not just for weight loss but for energy cravings and hormonal balance too. Not a quick fix. But a real option. @DenLoss",28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Adam86768554","Adamina","https://pbs.twimg.com/profile_images/1934545969418321920/WwgvcVzV_normal.png",FALSE,1,1,10
"29",1943102896683520039,905176461673451521,2025-07-10 00:20:06,"GLP-1 meds like Semaglutide &amp; Tirzepatide aren’t just slimming waistlines — they’re helping you finally feel in control of cravings. 🍟🚫✨
Let Healthy Solutions MD create a plan that works with your body.
📲 Book now: https://t.co/3ABYYZTF2r
#GLP1 #MedicalWeightLoss https://t.co/aVADUuFCPg","en",NA,0,1,0,0,"['GLP1', 'MedicalWeightLoss']","[]","['http://healthysolutionsmd.com', 'https://x.com/HSMD7322/status/1943102896683520039/photo/1']",FALSE,1943102896683520039,"everyone","[]","[]","GLP-1 meds like Semaglutide & Tirzepatide arent just slimming waistlines — theyre helping you finally feel in control of cravings. Let Healthy Solutions MD create a plan that works with your body. Book now",29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"HSMD7322","Healthy Solutions MD","https://pbs.twimg.com/profile_images/1718620253159321600/9fvmQsSO_normal.jpg",FALSE,28,1,10
"30",1943042789719281983,195158210,2025-07-09 20:21:15,"Facts:
- ADHD is  real
- GLP-1 drugs are beneficial but do not cure ADHD
- Hungry fat men!= ADHD sufferrers
- Beware of scams.

 Post -GLP-1 snake oil marketing in X: https://t.co/i3JmyQNxHl","en",NA,0,0,0,0,"[]","[]","['https://twitter.com/cremieuxrecueil/status/1942986344256422371']",FALSE,1943042789719281983,"everyone","[]","[<ReferencedTweet id=1942986344256422371 type=quoted>]","Facts  - ADHD is real - GLP-1 drugs are beneficial but do not cure ADHD - Hungry fat men!= ADHD sufferrers - Beware of scams. Post -GLP-1 snake oil marketing in X",30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"aykutuz","Aykut Uz","https://pbs.twimg.com/profile_images/344513261566600425/0a5098347527a24d4af83fd57c08590e_normal.png",FALSE,717,1,9
"31",1943017017956544909,248206056,2025-07-09 18:38:51,"What makes GLP-1 RA superior is their ability to quiet “food noise”—not just suppress appetite. While bupropion/naltrexone may help reduce cravings and emotional eating, they don’t consistently address the intrusive, persistent food thoughts that GLP-1s uniquely target! https://t.co/XkLC70zEJk","en",NA,0,0,0,0,"[]","[]","['https://twitter.com/mweintraubmd/status/1942920722025726215']",FALSE,1943017017956544909,"everyone","['Food & Beverage Business', 'Food', 'Food experience', 'Don', 'Don']","[<ReferencedTweet id=1942920722025726215 type=quoted>]","What makes GLP-1 RA superior is their ability to quiet food noise—not just suppress appetite. While bupropion/naltrexone may help reduce cravings and emotional eating they dont consistently address the intrusive persistent food thoughts that GLP-1s uniquely target!",31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SharifaAlFajri","Sharifa Al-Fajri","https://pbs.twimg.com/profile_images/1930904676624449536/m_p8f5Ip_normal.jpg",FALSE,456,1,9
"32",1943003560855376132,1731870927674122240,2025-07-09 17:45:22,"They put me on reverse ozempic I’m hungry af","en",NA,0,0,1,1,"[]","[]","[]",FALSE,1943003560855376132,"everyone","[]","[]","They put me on reverse ozempic Im hungry af",32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"123A5672","brayden","https://pbs.twimg.com/profile_images/1932947917846769664/5Kv73nmS_normal.jpg",FALSE,8,1,9
"33",1942993407711879444,200308453,2025-07-09 17:05:02,"It's been 4 weeks now since I started Ozempic, and it's been interesting with my body adjusting to it. But my cravings and hunger have been all over the place, but in a good way, for sure. Next week I go up on the dosage.  And this week, check up with my Doctor, see how I'm doing","en",NA,2,2,20,0,"[]","[]","[]",FALSE,1942993407711879444,"everyone","[]","[]","Its been 4 weeks now since I started Ozempic and its been interesting with my body adjusting to it. But my cravings and hunger have been all over the place but in a good way for sure. Next week I go up on the dosage. And this week check up with my Doctor see how Im doing",33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rollarwolfcub","Rollar Wolfcub - Not a Nerd!!","https://pbs.twimg.com/profile_images/1943026596194996224/3aEAsPR__normal.jpg",FALSE,3721,1,9
