author_name_x,possibly_sensitive_x,referenced_tweets_x,mentions_x,id,author_verified_x,author_username_x,author_profile_image_x,author_id_x,conversation_id_x,retweet_count_x,created_at_x,tmpid_x,reply_count_x,text_x,like_count_x,quote_count_x,urls_x,reply_settings_x,text_clean_x,lang_x,author_followers_x,hashtags_x,source_x,context_entities_x,Effectiveness_of_GLP1_Agonists,Personal_Experiences_and_Side_Effects,Perceptions_of_Weight_Loss,Food_Industry_Perceptions,Addiction_and_Cravings,Weight_Loss_Journey,Marketing_and_Product_Ideas,Mood_and_Energy,Scientific_Information,Societal_Issues,author_name_y,possibly_sensitive_y,referenced_tweets_y,mentions_y,author_verified_y,author_username_y,author_profile_image_y,author_id_y,conversation_id_y,retweet_count_y,created_at_y,tmpid_y,reply_count_y,text_y,like_count_y,quote_count_y,urls_y,reply_settings_y,text_clean_y,lang_y,author_followers_y,hashtags_y,source_y,context_entities_y
FReeMind •,False,[<ReferencedTweet id=1945861269984059660 type=replied_to>],['StoicRacingClub'],1945864507223327016,False,Nutra_AI,https://pbs.twimg.com/profile_images/1898592814872588288/rlee0hwX_normal.jpg,1574412368087580677,1945861269984059660,0,2025-07-17 15:13:45+00:00,113,0,@StoicRacingClub Is short-term weight loss sustainable? Let’s think about the long-term health effects.,0,0,[],everyone,@StoicRacingClub Is short-term weight loss sustainable? Lets think about the long-term health effects.,en,527,[],,[],False,False,True,False,False,False,False,False,False,True,FReeMind •,False,[<ReferencedTweet id=1945861269984059660 type=replied_to>],['StoicRacingClub'],False,Nutra_AI,https://pbs.twimg.com/profile_images/1898592814872588288/rlee0hwX_normal.jpg,1574412368087580677,1945861269984059660,0,2025-07-17 15:13:45+00:00,113,0,@StoicRacingClub Is short-term weight loss sustainable? Let’s think about the long-term health effects.,0,0,[],everyone,@StoicRacingClub Is short-term weight loss sustainable? Lets think about the long-term health effects.,en,527,[],,[]
George,False,[<ReferencedTweet id=1945861269984059660 type=replied_to>],[],1945861271322075403,False,StoicRacingClub,https://pbs.twimg.com/profile_images/1937830996142968832/W7RdBpX8_normal.jpg,230545728,1945861269984059660,0,2025-07-17 15:00:54+00:00,114,0,So much for body positivity 🤣🤣🤣,0,0,[],everyone,So much for body positivity,en,846,[],,"['Wellness and health', 'Body Positivity']",False,False,False,False,False,False,False,False,False,True,George,False,[<ReferencedTweet id=1945861269984059660 type=replied_to>],[],False,StoicRacingClub,https://pbs.twimg.com/profile_images/1937830996142968832/W7RdBpX8_normal.jpg,230545728,1945861269984059660,0,2025-07-17 15:00:54+00:00,114,0,So much for body positivity 🤣🤣🤣,0,0,[],everyone,So much for body positivity,en,846,[],,"['Wellness and health', 'Body Positivity']"
Molly,False,[<ReferencedTweet id=1945725799690014806 type=replied_to>],[],1945725801686589760,False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:35+00:00,115,0,"Now my brain knows there’s things I can eat and I don’t even feel like eating them. I’m not hungry at all!!! This is fucking amazing and I am so glad I decided to go through with trying it. 

It can only get better from here.",0,0,[],everyone,Now my brain knows theres things I can eat and I dont even feel like eating them. Im not hungry at all!!! This is fucking amazing and I am so glad I decided to go through with trying it. It can only get better from here.,en,997,[],,"['Food & Beverage Business', 'Food', 'Food experience']",True,False,False,False,False,False,False,False,False,False,Molly,False,[<ReferencedTweet id=1945725799690014806 type=replied_to>],[],False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:35+00:00,115,0,"Now my brain knows there’s things I can eat and I don’t even feel like eating them. I’m not hungry at all!!! This is fucking amazing and I am so glad I decided to go through with trying it. 

It can only get better from here.",0,0,[],everyone,Now my brain knows theres things I can eat and I dont even feel like eating them. Im not hungry at all!!! This is fucking amazing and I am so glad I decided to go through with trying it. It can only get better from here.,en,997,[],,"['Food & Beverage Business', 'Food', 'Food experience']"
Molly,False,[<ReferencedTweet id=1945725797689368771 type=replied_to>],[],1945725799690014806,False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:35+00:00,116,1,I’ve been trying to eat healthier and exercise more on my own without anything but there’s only so much you can do when your stomach is literally growling in the middle of the night and you feel like your starving. It would keep me awake at night!,0,0,[],everyone,Ive been trying to eat healthier and exercise more on my own without anything but theres only so much you can do when your stomach is literally growling in the middle of the night and you feel like your starving. It would keep me awake at night!,en,997,[],,[],True,False,False,False,False,False,False,False,False,False,Molly,False,[<ReferencedTweet id=1945725797689368771 type=replied_to>],[],False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:35+00:00,116,1,I’ve been trying to eat healthier and exercise more on my own without anything but there’s only so much you can do when your stomach is literally growling in the middle of the night and you feel like your starving. It would keep me awake at night!,0,0,[],everyone,Ive been trying to eat healthier and exercise more on my own without anything but theres only so much you can do when your stomach is literally growling in the middle of the night and you feel like your starving. It would keep me awake at night!,en,997,[],,[]
Molly,False,[<ReferencedTweet id=1945725795290259621 type=replied_to>],[],1945725797689368771,False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:34+00:00,117,1,"I usually would start feeling hungry sometimes not even 30 minutes after eating a big dinner. I didn’t even need seconds tonight!!! I had a small bowl from Cava with mostly greens and some chicken and I haven’t felt hungry at all. This is amazing!!!

It hasn’t even been 24 hours!",0,0,[],everyone,I usually would start feeling hungry sometimes not even 30 minutes after eating a big dinner. I didnt even need seconds tonight!!! I had a small bowl from Cava with mostly greens and some chicken and I havent felt hungry at all. This is amazing!!! It hasnt even been 24 hours!,en,997,[],,"['Food & Beverage Business', 'Food', 'Food experience']",True,False,False,False,False,False,False,False,False,False,Molly,False,[<ReferencedTweet id=1945725795290259621 type=replied_to>],[],False,musicluvr1O,https://pbs.twimg.com/profile_images/1825410772148600832/y88Fh02O_normal.jpg,14202304,1945725795290259621,0,2025-07-17 06:02:34+00:00,117,1,"I usually would start feeling hungry sometimes not even 30 minutes after eating a big dinner. I didn’t even need seconds tonight!!! I had a small bowl from Cava with mostly greens and some chicken and I haven’t felt hungry at all. This is amazing!!!

It hasn’t even been 24 hours!",0,0,[],everyone,I usually would start feeling hungry sometimes not even 30 minutes after eating a big dinner. I didnt even need seconds tonight!!! I had a small bowl from Cava with mostly greens and some chicken and I havent felt hungry at all. This is amazing!!! It hasnt even been 24 hours!,en,997,[],,"['Food & Beverage Business', 'Food', 'Food experience']"
Danny Le,False,[<ReferencedTweet id=1945653749881430151 type=replied_to>],[],1945653751169077336,False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:17+00:00,118,0,"You don’t need to be drugged into silence.
You need a plan built around your physiology.
DM me “RESET”
and I’ll send you the protocol I use with clients who want to heal it for good.",0,0,[],everyone,You dont need to be drugged into silence. You need a plan built around your physiology. DM me RESET and Ill send you the protocol I use with clients who want to heal it for good.,en,131,[],,[],False,False,False,False,False,False,False,False,False,False,Danny Le,False,[<ReferencedTweet id=1945653749881430151 type=replied_to>],[],False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:17+00:00,118,0,"You don’t need to be drugged into silence.
You need a plan built around your physiology.
DM me “RESET”
and I’ll send you the protocol I use with clients who want to heal it for good.",0,0,[],everyone,You dont need to be drugged into silence. You need a plan built around your physiology. DM me RESET and Ill send you the protocol I use with clients who want to heal it for good.,en,131,[],,[]
Danny Le,False,[<ReferencedTweet id=1945653748576989518 type=replied_to>],[],1945653749881430151,False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:17+00:00,119,1,"Inside my coaching, we fix the root systems:
✅ Blood sugar regulation
✅ Nervous system support
✅ Hormone timing
✅ Phase-specific training
So fat loss becomes a byproduct — not a fight.",0,0,[],everyone,Inside my coaching we fix the root systems  Blood sugar regulation Nervous system support Hormone timing Phase-specific training So fat loss becomes a byproduct — not a fight.,en,131,[],,[],False,False,False,False,False,False,False,False,False,False,Danny Le,False,[<ReferencedTweet id=1945653748576989518 type=replied_to>],[],False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:17+00:00,119,1,"Inside my coaching, we fix the root systems:
✅ Blood sugar regulation
✅ Nervous system support
✅ Hormone timing
✅ Phase-specific training
So fat loss becomes a byproduct — not a fight.",0,0,[],everyone,Inside my coaching we fix the root systems  Blood sugar regulation Nervous system support Hormone timing Phase-specific training So fat loss becomes a byproduct — not a fight.,en,131,[],,[]
Danny Le,False,[<ReferencedTweet id=1945653747289374824 type=replied_to>],[],1945653748576989518,False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,120,1,"Fat loss doesn’t come from force.
It comes from alignment.
You don’t suppress the signal — you decode it.",0,0,[],everyone,Fat loss doesnt come from force. It comes from alignment. You dont suppress the signal — you decode it.,en,131,[],,[],False,False,False,False,False,False,False,False,False,False,Danny Le,False,[<ReferencedTweet id=1945653747289374824 type=replied_to>],[],False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,120,1,"Fat loss doesn’t come from force.
It comes from alignment.
You don’t suppress the signal — you decode it.",0,0,[],everyone,Fat loss doesnt come from force. It comes from alignment. You dont suppress the signal — you decode it.,en,131,[],,[]
Danny Le,False,[<ReferencedTweet id=1945653745905271178 type=replied_to>],[],1945653747289374824,False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,121,1,"Here’s the truth:
If you're bloated after meals…
Wired at night…
Not losing fat…
Running on fumes…
That’s not a willpower problem.
That’s biofeedback your body is begging you to listen to.",0,0,[],everyone,Heres the truth  If youre bloated after meals. Wired at night. Not losing fat. Running on fumes. Thats not a willpower problem. Thats biofeedback your body is begging you to listen to.,en,131,[],,"['Food & Beverage Business', 'Food', 'Meals']",False,False,False,False,False,False,False,False,False,False,Danny Le,False,[<ReferencedTweet id=1945653745905271178 type=replied_to>],[],False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,121,1,"Here’s the truth:
If you're bloated after meals…
Wired at night…
Not losing fat…
Running on fumes…
That’s not a willpower problem.
That’s biofeedback your body is begging you to listen to.",0,0,[],everyone,Heres the truth  If youre bloated after meals. Wired at night. Not losing fat. Running on fumes. Thats not a willpower problem. Thats biofeedback your body is begging you to listen to.,en,131,[],,"['Food & Beverage Business', 'Food', 'Meals']"
Danny Le,False,[<ReferencedTweet id=1945653744911180161 type=replied_to>],[],1945653745905271178,False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,122,1,"GLP-1 drugs like Ozempic don’t fix your metabolism.
They suppress appetite, flatten dopamine, and silence the signals that matter most.",0,0,[],everyone,GLP-1 drugs like Ozempic dont fix your metabolism. They suppress appetite flatten dopamine and silence the signals that matter most.,en,131,[],,[],False,False,False,False,False,False,False,False,True,False,Danny Le,False,[<ReferencedTweet id=1945653744911180161 type=replied_to>],[],False,le_danny1,https://pbs.twimg.com/profile_images/1864348221910212608/7JU69klr_normal.jpg,400816891,1945653744911180161,0,2025-07-17 01:16:16+00:00,122,1,"GLP-1 drugs like Ozempic don’t fix your metabolism.
They suppress appetite, flatten dopamine, and silence the signals that matter most.",0,0,[],everyone,GLP-1 drugs like Ozempic dont fix your metabolism. They suppress appetite flatten dopamine and silence the signals that matter most.,en,131,[],,[]
Llama Mama,False,[<ReferencedTweet id=1945704942519357632 type=replied_to>],['chrisgrayson'],1945840210656297112,False,TeslaTakesOver,https://pbs.twimg.com/profile_images/1905771380827897856/3CesD7SQ_normal.jpg,69686220,1945613966387949638,0,2025-07-17 13:37:12+00:00,123,0,@chrisgrayson For real!,0,0,[],everyone,@chrisgrayson For real!,en,13672,[],,[],True,False,False,False,False,False,False,False,False,False,Llama Mama,False,[<ReferencedTweet id=1945704942519357632 type=replied_to>],['chrisgrayson'],False,TeslaTakesOver,https://pbs.twimg.com/profile_images/1905771380827897856/3CesD7SQ_normal.jpg,69686220,1945613966387949638,0,2025-07-17 13:37:12+00:00,123,0,@chrisgrayson For real!,0,0,[],everyone,@chrisgrayson For real!,en,13672,[],,[]
again_and_again.exe 💭,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],1945613710271418827,False,whyillbedwammed,https://pbs.twimg.com/profile_images/1870711021054447616/SL4v7Srd_normal.jpg,1758589296137879552,1945610615826850206,0,2025-07-16 22:37:10+00:00,124,0,@ninethreelol lol crazy,1,0,[],everyone,@ninethreelol lol crazy,en,206,[],,[],False,False,False,False,False,False,False,False,False,False,again_and_again.exe 💭,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],False,whyillbedwammed,https://pbs.twimg.com/profile_images/1870711021054447616/SL4v7Srd_normal.jpg,1758589296137879552,1945610615826850206,0,2025-07-16 22:37:10+00:00,124,0,@ninethreelol lol crazy,1,0,[],everyone,@ninethreelol lol crazy,en,206,[],,[]
Buzzin 🔱,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],1945612449971114222,False,buzzin_crypto,https://pbs.twimg.com/profile_images/1945636835579027456/Cgu97CRp_normal.jpg,1868165018958835712,1945610615826850206,0,2025-07-16 22:32:10+00:00,125,0,@ninethreelol My bro 😂🥹🤜🤛,1,0,[],everyone,@ninethreelol My bro,en,1268,[],,[],False,False,False,False,False,False,False,False,False,False,Buzzin 🔱,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],False,buzzin_crypto,https://pbs.twimg.com/profile_images/1945636835579027456/Cgu97CRp_normal.jpg,1868165018958835712,1945610615826850206,0,2025-07-16 22:32:10+00:00,125,0,@ninethreelol My bro 😂🥹🤜🤛,1,0,[],everyone,@ninethreelol My bro,en,1268,[],,[]
bigDAWG,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],1945611129218019705,False,HabitullyOnline,https://pbs.twimg.com/profile_images/1938750301558788096/OaPolhOC_normal.jpg,857491879,1945610615826850206,0,2025-07-16 22:26:55+00:00,126,0,@ninethreelol Real,1,0,[],everyone,@ninethreelol Real,en,1693,[],,[],False,False,False,False,False,False,False,False,False,False,bigDAWG,False,[<ReferencedTweet id=1945610615826850206 type=replied_to>],['ninethreelol'],False,HabitullyOnline,https://pbs.twimg.com/profile_images/1938750301558788096/OaPolhOC_normal.jpg,857491879,1945610615826850206,0,2025-07-16 22:26:55+00:00,126,0,@ninethreelol Real,1,0,[],everyone,@ninethreelol Real,en,1693,[],,[]
GLP1 Tracker App,False,[<ReferencedTweet id=1945186692236804126 type=replied_to>],['betteryourxx'],1945197245084655806,False,GlpTrackerApp,https://pbs.twimg.com/profile_images/1939274214034321408/a2VlV6nw_normal.jpg,1939273877638557696,1945186692236804126,0,2025-07-15 19:02:17+00:00,127,0,"@betteryourxx Sleep deprivation can disrupt hunger and satiety hormones, making it harder to respond to the medication's signals.",1,0,[],everyone,@betteryourxx Sleep deprivation can disrupt hunger and satiety hormones making it harder to respond to the medications signals.,en,31,[],,[],False,False,False,False,False,False,False,False,False,False,GLP1 Tracker App,False,[<ReferencedTweet id=1945186692236804126 type=replied_to>],['betteryourxx'],False,GlpTrackerApp,https://pbs.twimg.com/profile_images/1939274214034321408/a2VlV6nw_normal.jpg,1939273877638557696,1945186692236804126,0,2025-07-15 19:02:17+00:00,127,0,"@betteryourxx Sleep deprivation can disrupt hunger and satiety hormones, making it harder to respond to the medication's signals.",1,0,[],everyone,@betteryourxx Sleep deprivation can disrupt hunger and satiety hormones making it harder to respond to the medications signals.,en,31,[],,[]
Chris davis,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],1945180946631721314,False,cgd_chris,https://pbs.twimg.com/profile_images/1875046453166665728/FD8OVpf3_normal.jpg,1916929412,1945170392902946954,0,2025-07-15 17:57:32+00:00,128,0,@Britishfinest21 Fuck that fatty go straight for the 200ml,0,0,[],everyone,@Britishfinest21 Fuck that fatty go straight for the 200ml,en,893,[],,[],False,False,False,False,False,False,False,False,False,False,Chris davis,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],False,cgd_chris,https://pbs.twimg.com/profile_images/1875046453166665728/FD8OVpf3_normal.jpg,1916929412,1945170392902946954,0,2025-07-15 17:57:32+00:00,128,0,@Britishfinest21 Fuck that fatty go straight for the 200ml,0,0,[],everyone,@Britishfinest21 Fuck that fatty go straight for the 200ml,en,893,[],,[]
🦈Gaz🦈 ✈️✈️,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],1945174112889864368,False,wright_gazza,https://pbs.twimg.com/profile_images/1772730597854642176/douc2KXa_normal.jpg,701725072,1945170392902946954,0,2025-07-15 17:30:22+00:00,129,0,@Britishfinest21 Does it come in bacon flavour?,0,0,[],everyone,@Britishfinest21 Does it come in bacon flavour?,en,194,[],,[],False,False,False,False,False,False,False,False,False,False,🦈Gaz🦈 ✈️✈️,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],False,wright_gazza,https://pbs.twimg.com/profile_images/1772730597854642176/douc2KXa_normal.jpg,701725072,1945170392902946954,0,2025-07-15 17:30:22+00:00,129,0,@Britishfinest21 Does it come in bacon flavour?,0,0,[],everyone,@Britishfinest21 Does it come in bacon flavour?,en,194,[],,[]
Top,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],1945171933479223650,False,topst1970,https://pbs.twimg.com/profile_images/1932559597660741633/P-fgOOJk_normal.jpg,1821201307224698882,1945170392902946954,0,2025-07-15 17:21:43+00:00,130,0,@Britishfinest21 Diet coke maybe?,1,0,[],everyone,@Britishfinest21 Diet coke maybe?,en,201,[],,"['CPG', 'Beverage - CPG', 'Food & Beverage Business', 'Coca-Cola', 'Coca Cola - Diet Coke', 'Food', 'Drinks', 'Generic Drinks', 'Soda', 'Coca-Cola', 'CPG', 'Beverage - CPG', 'Coca Cola - Diet Coke', 'Coca Cola - Diet Coke']",False,False,False,False,False,False,False,False,False,False,Top,False,[<ReferencedTweet id=1945170392902946954 type=replied_to>],['Britishfinest21'],False,topst1970,https://pbs.twimg.com/profile_images/1932559597660741633/P-fgOOJk_normal.jpg,1821201307224698882,1945170392902946954,0,2025-07-15 17:21:43+00:00,130,0,@Britishfinest21 Diet coke maybe?,1,0,[],everyone,@Britishfinest21 Diet coke maybe?,en,201,[],,"['CPG', 'Beverage - CPG', 'Food & Beverage Business', 'Coca-Cola', 'Coca Cola - Diet Coke', 'Food', 'Drinks', 'Generic Drinks', 'Soda', 'Coca-Cola', 'CPG', 'Beverage - CPG', 'Coca Cola - Diet Coke', 'Coca Cola - Diet Coke']"
Go Nutri Healthy,False,[<ReferencedTweet id=1945108816476934478 type=replied_to>],[],1945108817261322315,False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:55+00:00,131,1,Ready to reduce food noise and balance your hunger hormones naturally? Visit https://t.co/NPtB4J2iJw to learn more about our clinically-proven system.,0,0,['https://nutrigenomics.store/promo/balance-your-hunger-hormones/'],everyone,Ready to reduce food noise and balance your hunger hormones naturally? Visit to learn more about our clinically-proven system.,en,5,[],,[],False,False,False,False,False,False,False,False,False,False,Go Nutri Healthy,False,[<ReferencedTweet id=1945108816476934478 type=replied_to>],[],False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:55+00:00,131,1,Ready to reduce food noise and balance your hunger hormones naturally? Visit https://t.co/NPtB4J2iJw to learn more about our clinically-proven system.,0,0,['https://nutrigenomics.store/promo/balance-your-hunger-hormones/'],everyone,Ready to reduce food noise and balance your hunger hormones naturally? Visit to learn more about our clinically-proven system.,en,5,[],,[]
Go Nutri Healthy,False,[<ReferencedTweet id=1945108815373811808 type=replied_to>],[],1945108816476934478,False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,132,1,No more battling willpower alone. Your body deserves proper hormonal support.,0,0,[],everyone,No more battling willpower alone. Your body deserves proper hormonal support.,en,5,[],,[],False,False,False,False,False,False,False,False,False,False,Go Nutri Healthy,False,[<ReferencedTweet id=1945108815373811808 type=replied_to>],[],False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,132,1,No more battling willpower alone. Your body deserves proper hormonal support.,0,0,[],everyone,No more battling willpower alone. Your body deserves proper hormonal support.,en,5,[],,[]
Go Nutri Healthy,False,[<ReferencedTweet id=1945108814602088891 type=replied_to>],[],1945108815373811808,False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,133,1,"• Supporting healthy blood sugar levels
• Feeling fuller, longer",0,0,[],everyone,• Supporting healthy blood sugar levels • Feeling fuller longer,en,5,[],,[],False,False,False,False,False,False,False,False,False,False,Go Nutri Healthy,False,[<ReferencedTweet id=1945108814602088891 type=replied_to>],[],False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,133,1,"• Supporting healthy blood sugar levels
• Feeling fuller, longer",0,0,[],everyone,• Supporting healthy blood sugar levels • Feeling fuller longer,en,5,[],,[]
Go Nutri Healthy,False,[<ReferencedTweet id=1945108812966322275 type=replied_to>],[],1945108814602088891,False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,134,1,"This isn't just about weight loss. It's about:
• Quieting those persistent food thoughts
• Building sustainable eating habits",0,0,[],everyone,This isnt just about weight loss. Its about  • Quieting those persistent food thoughts • Building sustainable eating habits,en,5,[],,"['Food & Beverage Business', 'Food', 'Food experience', 'Organic', 'Organic', 'Green living']",False,False,False,False,False,False,False,False,False,False,Go Nutri Healthy,False,[<ReferencedTweet id=1945108812966322275 type=replied_to>],[],False,GoNutriHealthy,https://pbs.twimg.com/profile_images/1724287693406765056/2_1AJK_k_normal.jpg,1722225602684702720,1945108812966322275,0,2025-07-15 13:10:54+00:00,134,1,"This isn't just about weight loss. It's about:
• Quieting those persistent food thoughts
• Building sustainable eating habits",0,0,[],everyone,This isnt just about weight loss. Its about  • Quieting those persistent food thoughts • Building sustainable eating habits,en,5,[],,"['Food & Beverage Business', 'Food', 'Food experience', 'Organic', 'Organic', 'Green living']"
cric,False,[<ReferencedTweet id=1945652253907374109 type=replied_to>],"['TheAlphaTruth', 'heath_larita', 'Gabepluguez']",1945655888762790062,False,cric06745277849,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1805915008410214400,1945083761781026865,0,2025-07-17 01:24:47+00:00,135,0,"@TheAlphaTruth @heath_larita @Gabepluguez Have you ever struggled to change a habit, even when you wanted to? I wrote something that might relate
https://t.co/lrxPUGpugx",0,0,['https://freemomentop.blogspot.com/2025/05/why-is-it-hard-to-change-ourselves.html'],everyone,@TheAlphaTruth @heath_larita @Gabepluguez Have you ever struggled to change a habit even when you wanted to? I wrote something that might relate,en,4,[],,[],False,False,False,False,False,False,False,False,False,False,cric,False,[<ReferencedTweet id=1945652253907374109 type=replied_to>],"['TheAlphaTruth', 'heath_larita', 'Gabepluguez']",False,cric06745277849,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1805915008410214400,1945083761781026865,0,2025-07-17 01:24:47+00:00,135,0,"@TheAlphaTruth @heath_larita @Gabepluguez Have you ever struggled to change a habit, even when you wanted to? I wrote something that might relate
https://t.co/lrxPUGpugx",0,0,['https://freemomentop.blogspot.com/2025/05/why-is-it-hard-to-change-ourselves.html'],everyone,@TheAlphaTruth @heath_larita @Gabepluguez Have you ever struggled to change a habit even when you wanted to? I wrote something that might relate,en,4,[],,[]
AlphaTruth,False,[<ReferencedTweet id=1945139923641675806 type=replied_to>],"['heath_larita', 'Gabepluguez']",1945652253907374109,False,TheAlphaTruth,https://pbs.twimg.com/profile_images/1779610250720501760/--za5Un8_normal.jpg,1110746686991810560,1945083761781026865,0,2025-07-17 01:10:20+00:00,136,1,"@heath_larita @Gabepluguez Obesity is the number one cause of death in America, if these points are so simple and work then obesity issue should be easily solved but in fact, gaining weight, losing weight being obese has nothing to do with food. It has everything to do with a person psychology and habits",1,0,[],everyone,@heath_larita @Gabepluguez Obesity is the number one cause of death in America if these points are so simple and work then obesity issue should be easily solved but in fact gaining weight losing weight being obese has nothing to do with food. It has everything to do with a person psychology and habits,en,87,[],,[],True,False,False,False,False,False,False,False,False,True,AlphaTruth,False,[<ReferencedTweet id=1945139923641675806 type=replied_to>],"['heath_larita', 'Gabepluguez']",False,TheAlphaTruth,https://pbs.twimg.com/profile_images/1779610250720501760/--za5Un8_normal.jpg,1110746686991810560,1945083761781026865,0,2025-07-17 01:10:20+00:00,136,1,"@heath_larita @Gabepluguez Obesity is the number one cause of death in America, if these points are so simple and work then obesity issue should be easily solved but in fact, gaining weight, losing weight being obese has nothing to do with food. It has everything to do with a person psychology and habits",1,0,[],everyone,@heath_larita @Gabepluguez Obesity is the number one cause of death in America if these points are so simple and work then obesity issue should be easily solved but in fact gaining weight losing weight being obese has nothing to do with food. It has everything to do with a person psychology and habits,en,87,[],,[]
Andrea Davis,False,[<ReferencedTweet id=1945083761781026865 type=replied_to>],"['Gabepluguez', 'JoelCohen_']",1945346475560444180,False,AndreaDavis_0,https://pbs.twimg.com/profile_images/1930363538637230080/ExMlRpSc_normal.jpg,15087908,1945083761781026865,0,2025-07-16 04:55:17+00:00,137,0,"@Gabepluguez I joined @JoelCohen_ investment recommendation platform signals and made a profit of $45,330 in just three weeks! Their signals and guidance helped me make informed decisions and maximize my returns.",0,0,[],everyone,@Gabepluguez I joined @JoelCohen_ investment recommendation platform signals and made a profit of $45330 in just three weeks! Their signals and guidance helped me make informed decisions and maximize my returns.,en,159,[],,[],False,False,False,False,False,False,False,False,False,False,Andrea Davis,False,[<ReferencedTweet id=1945083761781026865 type=replied_to>],"['Gabepluguez', 'JoelCohen_']",False,AndreaDavis_0,https://pbs.twimg.com/profile_images/1930363538637230080/ExMlRpSc_normal.jpg,15087908,1945083761781026865,0,2025-07-16 04:55:17+00:00,137,0,"@Gabepluguez I joined @JoelCohen_ investment recommendation platform signals and made a profit of $45,330 in just three weeks! Their signals and guidance helped me make informed decisions and maximize my returns.",0,0,[],everyone,@Gabepluguez I joined @JoelCohen_ investment recommendation platform signals and made a profit of $45330 in just three weeks! Their signals and guidance helped me make informed decisions and maximize my returns.,en,159,[],,[]
