id,author_id,created_at,text,lang,source,retweet_count,reply_count,like_count,quote_count,hashtags,mentions,urls,possibly_sensitive,conversation_id,reply_settings,context_entities,referenced_tweets,total_reply,total_engage,text_clean,tmpid,Effectiveness_of_GLP1_Agonists,Personal_Experiences_and_Side_Effects,Perceptions_of_Weight_Loss,Food_Industry_Perceptions,Addiction_and_Cravings,Weight_Loss_Journey,Marketing_and_Product_Ideas,Mood_and_Energy,Scientific_Information,Societal_Issues,author_username,author_name,author_description,author_location,author_profile_image,author_protected,author_verified,author_created_at,author_url,author_followers_count,author_following_count,author_tweet_count,author_listed_count
1943527765673718216,1682571557313343488,2025-07-11 04:28:22+00:00,Necesito un strawberry matcha lemonade labubu 24k ai gold ozempic stanley lululemon dubai chocolate benson boone crumbl starbucks,en,,0,1,1,0,[],[],[],False,1943527765673718216,everyone,"['Benson Boone', 'Dining', 'QSR - Dining', 'Sports/Outdoor - Fashion', 'Food & Beverage Business', 'Textile, Apparel & Luxury Good Business', 'Starbucks', 'Lululemon', 'Benson Boone', 'Food', 'Fashion Brand', 'Starbucks', 'Tea', 'Matcha', 'Coffee', 'Sports/Outdoor - Fashion', 'Lululemon', 'Lululemon', 'Athletic apparel']",[],1.0,2.0,Necesito un strawberry matcha lemonade labubu 24k ai gold ozempic stanley lululemon dubai chocolate benson boone crumbl starbucks,11,False,False,False,False,False,False,False,False,False,False,remmomazos,r,,,https://pbs.twimg.com/profile_images/1943523300451229696/5hnHbAGR_normal.jpg,False,False,2023-07-22 02:01:41+00:00,,10.0,16.0,1187.0,0.0
1943447472522826078,1835849240612134912,2025-07-10 23:09:19+00:00,Hunger strikes still count on ozempic.,en,,0,0,0,0,[],[],[],False,1943447472522826078,everyone,[],[],0.0,0.0,Hunger strikes still count on ozempic.,12,False,False,False,False,False,False,False,False,False,False,BudgetCaliphate,Jihad on a Shoestring 🇵🇸,"💰 Low-budget terror, high-effort struggle. Crowdfunding the caliphate one donation at a time. DM for discount RPGs. #FinancialJihad #GoFundTheCause",,https://pbs.twimg.com/profile_images/1904212725414428672/zTpFQt0x_normal.jpg,False,False,2024-09-17 01:12:43+00:00,,156.0,130.0,6360.0,4.0
1943439284998148429,1940516998284562435,2025-07-10 22:36:47+00:00,GLP 1 no hungry pain Day 1 https://t.co/CAn0dNrOFO via @YouTube,en,,0,0,0,0,[],['YouTube'],['https://youtu.be/EjLxq5P6vEQ?si=QA664iFp9fq_LPYj'],False,1943439284998148429,everyone,[],[],0.0,0.0,GLP 1 no hungry pain Day 1 via @YouTube,13,True,False,False,False,False,False,False,False,False,False,Brandbox_ATL,BrandboxATL,"Sharing my real Zepbound journey. Weight loss, tips & honest results. Partnered with BrandBox ATL — where vision meets strategy.",Atlanta GA,https://pbs.twimg.com/profile_images/1944458233818554369/hfH-86Wd_normal.jpg,False,False,2025-07-02 22:08:18+00:00,,3.0,16.0,17.0,0.0
1943436605349364027,2945888140,2025-07-10 22:26:08+00:00,"In a paper released in Addiction, scientists reported that people with a history of alcohol use disorder who were prescribed these medications were 50% less likely to binge drink. The results were similarly striking for those struggling with opioids. https://t.co/nfqnlwFOvB",en,,0,0,0,0,[],[],['https://go.upcontent.com/34ff7b3e-7cdc-45ec-8d55-18c3ec8e37e0'],False,1943436605349364027,everyone,[],[],0.0,0.0,In a paper released in Addiction scientists reported that people with a history of alcohol use disorder who were prescribed these medications were 50% less likely to binge drink. The results were similarly striking for those struggling with opioids.,14,False,False,False,False,False,False,False,False,True,False,maryannlubeskie,Mary Ann Lubeskie,"Bold, passionate, results driven leader in managed care and claims",Hartford CT,https://pbs.twimg.com/profile_images/549207804771192832/bRZk1uSW_normal.jpeg,False,False,2014-12-28 14:15:48+00:00,http://t.co/KErk3r4ZQE,399.0,268.0,3624.0,9.0
1943426682586558686,1788135583010967552,2025-07-10 21:46:42+00:00,"The featured offer of today's show is the MindBody GLP-1 System by Life Vantage.

Support stable blood sugar, reduce carb cravings, and regain control over hunger—a revolutionary, drug-free approach.
https://t.co/4sO7mj3RWa https://t.co/0g6LUs7FTj",en,,0,0,1,1,[],[],"['https://callinghealers.lifevantage.com/us-en/shop/mindbody-glp-1-system', 'https://x.com/TheSpeakerSalon/status/1943426682586558686/photo/1']",False,1943426682586558686,everyone,[],[],1.0,2.0,The featured offer of todays show is the MindBody GLP-1 System by Life Vantage. Support stable blood sugar reduce carb cravings and regain control over hunger—a revolutionary drug-free approach.,15,False,False,False,False,False,False,False,False,False,False,TheSpeakerSalon,Speaker Salon,#SpacesHost Every Other Thursday 🎙️Covering Human Ecology & Life-Giving Forces 🛟 Hosted by @AlanaNewmanCA 👩‍💻,"California, USA",https://pbs.twimg.com/profile_images/1794484910193020929/Va79wf5p_normal.jpg,False,False,2024-05-08 09:15:38+00:00,https://t.co/KWpDeU9EsL,507.0,196.0,542.0,2.0
1943419876993044827,1666465827804139521,2025-07-10 21:19:40+00:00,"Old me: Struggling with cravings, slow progress, and frustration.

New me: In control, energized, and finally seeing real results with GLP-1 support!

Ready to upgrade your journey? Discover the difference at https://t.co/JdtYe95eti

#NewYou  #BeforeAndAfter #RealResults https://t.co/psZM81tVmd",en,,0,0,0,0,"['NewYou', 'BeforeAndAfter', 'RealResults']",[],"['http://medicaweightloss.com', 'https://x.com/JosephC03951327/status/1943419876993044827/photo/1']",False,1943419876993044827,everyone,[],[],0.0,0.0,Old me  Struggling with cravings slow progress and frustration. New me  In control energized and finally seeing real results with GLP-1 support! Ready to upgrade your journey? Discover the difference at,16,False,False,False,False,False,True,False,True,False,False,JosephC03951327,Joseph C,,,https://pbs.twimg.com/profile_images/1714741154594377728/H2tr4OEH_normal.jpg,False,False,2023-06-07 15:23:44+00:00,,1.0,66.0,35.0,0.0
1943419671828439419,1192456923653783552,2025-07-10 21:18:51+00:00,"Old me: Struggling with cravings, slow progress, and frustration.

New me: In control, energized, and finally seeing real results with GLP-1 support!

Ready to upgrade your journey? Discover the difference at https://t.co/y81Zccsn0M

#NewYou #GLP1 #Transformation #WeightLoss https://t.co/g1D6JCvPaq",en,,0,0,1,0,"['NewYou', 'GLP1', 'Transformation', 'WeightLoss']",[],"['http://medicaweightloss.com', 'https://x.com/onemedicalwl/status/1943419671828439419/photo/1']",False,1943419671828439419,everyone,"['Sports & Fitness Business', 'Fitness']",[],0.0,1.0,Old me  Struggling with cravings slow progress and frustration. New me  In control energized and finally seeing real results with GLP-1 support! Ready to upgrade your journey? Discover the difference at,17,False,False,False,False,False,True,False,True,False,False,onemedicalwl,Medica Weight Loss,"Your weight loss journey, simplified. Personalized plans, GLP-1 options, and expert support to help you feel your best. Let’s do this together!",United States,https://pbs.twimg.com/profile_images/1897381070514847744/EmBGEr76_normal.jpg,False,False,2019-11-07 15:01:21+00:00,https://t.co/zVa3nCL4IH,12.0,36.0,113.0,0.0
1943378477203284306,1649073165602045954,2025-07-10 18:35:09+00:00,"A gut microbe may be the natural key to regulating blood sugar and curbing sugar cravings—and could work just like Ozempic. Discover the new research. #GutHealth #OzempicAlternative #BloodSugar

https://t.co/k4nQs89CZ4",en,,0,0,0,0,"['GutHealth', 'OzempicAlternative', 'BloodSugar']",[],['https://hsionline.com/2025/05/15/this-gut-microbe-could-be-natures-ozempic/'],False,1943378477203284306,everyone,[],[],0.0,0.0,A gut microbe may be the natural key to regulating blood sugar and curbing sugar cravings—and could work just like Ozempic. Discover the new research.,18,False,False,False,False,False,False,False,False,False,False,HSI_news,Health Science Institute,,,https://pbs.twimg.com/profile_images/1649073333386838018/Cw9glXjR_normal.jpg,False,False,2023-04-20 15:31:03+00:00,,5.0,20.0,543.0,0.0
1943363562430456287,1454110588255145989,2025-07-10 17:35:53+00:00,Oomfie On ozempic but eating a 1000 cal ice cream 🤪,en,,0,2,7,0,[],[],[],False,1943363562430456287,everyone,"['Food & Beverage Business', 'Food', 'Food experience']",[],2.0,9.0,Oomfie On ozempic but eating a 1000 cal ice cream,19,False,False,False,False,False,False,False,False,False,False,hardcandypatrik,patrick 🍭 🍬 #HARDCANDY,🔞. Madonna • Gaga • Lana • Bey • CRJ • Sufjan • Lorde • XCX • Katy • Bowie • Ariana Grande . not lgbt,"Los Angeles, CA ",https://pbs.twimg.com/profile_images/1919543609537466368/Ptqh8axk_normal.jpg,False,False,2021-10-29 15:39:21+00:00,,661.0,734.0,28938.0,1.0
1943352542118699047,410535062,2025-07-10 16:52:06+00:00,Who's going to be the first to release a chocolate bar with ozempic built in and market it as basically celery?,en,,0,0,0,0,[],[],[],False,1943352542118699047,everyone,[],[],0.0,0.0,Whos going to be the first to release a chocolate bar with ozempic built in and market it as basically celery?,20,False,False,False,False,False,False,False,False,False,False,StefanBuilds,Stefan 🚀,"Building @vibecombinator 🚀

https://t.co/YFzcuSJ0n5: landing page roasts 🔥
https://t.co/HEqdiF8MKz: free work spots 🛋 
https://t.co/x1J8ZHPK83: break timer 🌱
https://t.co/dgoyHQXxOL 🍁",,https://pbs.twimg.com/profile_images/1911223742220365824/F_Bve8EY_normal.jpg,False,False,2011-11-12 06:56:06+00:00,https://t.co/plbaCdQkaq,919.0,500.0,8403.0,24.0
1943339332439355560,1754988501697789952,2025-07-10 15:59:37+00:00,guys if you binge too much and get type 2 diabetes you’ll have to go on ozempic so technically you can lose weight by binging at some point #brain,en,,0,0,2,0,['brain'],[],[],False,1943339332439355560,everyone,[],[],0.0,2.0,guys if you binge too much and get type 2 diabetes youll have to go on ozempic so technically you can lose weight by binging at some point,21,False,False,False,True,False,False,False,False,False,False,moedoll_,‏۟,𓊆ྀི non ⠀ sharing ⠀ #魈⠀ yume 𓊇ྀི ⠀ ⠀ ⠀ ⠀ ꒰ྀི shedtwt ꒱ྀི 🐰 𝗸𝗶𝗻 𝗳𝘂𝗿𝗶𝗻𝗮 𝗻𝗱 𝘀𝗰𝗮𝗿𝗮 | 16 | DM OK .ᐟ,   ྐ❤︎ ིྀ  𓏵  tw  vent ,https://pbs.twimg.com/profile_images/1937632071456796672/wmd7m-aJ_normal.jpg,False,False,2024-02-06 22:01:30+00:00,,666.0,765.0,3599.0,6.0
1943338510150205525,1724924135393107968,2025-07-10 15:56:20+00:00,"“She lost with ozempic, that’s cheating.”
Y’all know it just reduces your appetite right?? They get less cravings that’s it. It doesn’t make your metabolism go crazy and make you lose weight magically. They still have to do a cal deficit and workout to lose the weight.",en,,1,6,155,1,[],[],[],False,1943338510150205525,everyone,['Exercises'],[],7.0,163.0,She lost with ozempic thats cheating. Yall know it just reduces your appetite right?? They get less cravings thats it. It doesnt make your metabolism go crazy and make you lose weight magically. They still have to do a cal deficit and workout to lose the weight.,22,True,False,False,False,False,False,False,False,False,False,yvesskin,yves,what a shame she is fcked in the head,,https://pbs.twimg.com/profile_images/1940650332100460547/RY-JqlkY_normal.jpg,False,False,2023-11-15 22:55:42+00:00,,4483.0,385.0,7565.0,17.0
1943317969158680653,845716710,2025-07-10 14:34:43+00:00,Golden Mounjaro dose that shifts most weight &amp; why it's OK to be hungry on jabs https://t.co/HYMqdv7SpQ,en,,0,0,0,0,[],[],['https://www.thesun.co.uk/health/35782030/golden-dose-mounjaro-lose-most-weight-hungry-fat-jab/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1752150228'],False,1943317969158680653,everyone,[],[],0.0,0.0,Golden Mounjaro dose that shifts most weight & why its OK to be hungry on jabs,23,False,False,False,False,False,False,False,False,False,False,TheSunHealth,SunHealth,"Everything you need to know about your health, wellbeing and fitness from @TheSun.",,https://pbs.twimg.com/profile_images/798532221242142720/RiRQu7aS_normal.jpg,False,False,2012-09-25 15:26:19+00:00,https://t.co/HvCGy2R2u2,758.0,142.0,22533.0,20.0
1943287596794171494,1917156721245515777,2025-07-10 12:34:02+00:00,"Hi, 
Been trying to eat better without going crazy over cravings — this SheMed blog was honestly helpful.
https://t.co/9WpnwF0nfI

#SmallStepsBigChange #CravingHelp #SheMed @BudgetDiet",en,,0,0,0,0,"['SmallStepsBigChange', 'CravingHelp', 'SheMed']",['BudgetDiet'],['https://www.shemed.co.uk/blog/mounjaro-outperforms-wegovy-in-major-weight-loss-drug-trial'],False,1943287596794171494,everyone,[],[],0.0,0.0,Hi Been trying to eat better without going crazy over cravings — this SheMed blog was honestly helpful. @BudgetDiet,24,False,False,False,False,False,False,False,False,False,False,HarryWard19949,Harry Ward,,,https://pbs.twimg.com/profile_images/1917157606604562432/LjeAO_7D_normal.jpg,False,False,2025-04-29 09:59:42+00:00,,3.0,533.0,546.0,0.0
1943256570370101469,18820955,2025-07-10 10:30:44+00:00,"Day 53 on the weight loss injection Mounjaro:  

Finally stopped celebrating my birthday and snacking on the ice cream in the freezer.

Also: have stopped the photos taken in bed. Hope you’re happy, prudes!

Total loss: 9.05kg

Start weight: 84.8kg  

Today’s weight: 75.75kg https://t.co/gybX0a0nIS",en,,0,1,11,0,[],[],['https://x.com/ArianeSherine/status/1943256570370101469/photo/1'],False,1943256570370101469,everyone,[],[],1.0,12.0,Day 53 on the weight loss injection Mounjaro  Finally stopped celebrating my birthday and snacking on the ice cream in the freezer. Also  have stopped the photos taken in bed. Hope youre happy prudes! Total loss  9.05kg Start weight  84.8kg Todays weight  75.75kg,25,True,False,False,False,False,False,False,False,False,False,ArianeSherine,Ariane Sherine,"Writer, journalist, author, photographer. Pop star as @arianexmusic. Debut solo electropop album BETTER out now on Bandcamp. Lucky girlfriend of @adamjuniper.","London, UK",https://pbs.twimg.com/profile_images/1865308041698070528/eQbqbXmH_normal.jpg,False,False,2009-01-10 00:03:37+00:00,https://t.co/c84Xo9IJT2,9849.0,2423.0,52165.0,372.0
1943221810025152614,1859685190571876352,2025-07-10 08:12:37+00:00,"STDEI® GLP-1 Oral Solution burns fat, curbs hunger, balances sugar, and boosts energy—natural, safe, and effective in just 7 days
https://t.co/14YxiNTXu6 https://t.co/JOLAtViMbI",en,,0,0,0,0,[],[],"['https://lovilds.sale/stdei-glp-1-weight-loss-oral-solution/', 'https://x.com/megamalloo/status/1943221810025152614/photo/1']",False,1943221810025152614,everyone,['Food & Beverage Business'],[],0.0,0.0,STDEI GLP-1 Oral Solution burns fat curbs hunger balances sugar and boosts energy—natural safe and effective in just 7 days,26,False,False,False,False,False,False,False,True,False,False,megamalloo,Online Shopping,"Your go-to destination for trending fashion, smart gadgets, beauty must-haves, and home essentials. Fast delivery and trusted service worldwide.",London,https://pbs.twimg.com/profile_images/1926969439859216385/Ht2PMDOX_normal.jpg,False,False,2024-11-21 19:48:10+00:00,https://t.co/8im3Ynhtss,1.0,1.0,5844.0,0.0
1943191400616456432,1890373280034676736,2025-07-10 06:11:47+00:00,"STDEI® GLP-1 Oral Solution reduces cravings, burns fat, balances sugar, boosts energy and immunity — science-backed, MHRA approved, safe results in 7 days.

https://t.co/HPSKu0vcbv https://t.co/7GGxaDtCJG",en,,0,0,0,0,[],[],"['https://gooshopo.com/glp-1-weight-loss-oral-solution/', 'https://x.com/GooShopo/status/1943191400616456432/photo/1']",False,1943191400616456432,everyone,[],[],0.0,0.0,STDEI GLP-1 Oral Solution reduces cravings burns fat balances sugar boosts energy and immunity — science-backed MHRA approved safe results in 7 days.,27,False,False,False,False,False,False,False,True,False,False,GooShopo,Online Store,Exploring trends and sharing the best deals worldwide.,London,https://pbs.twimg.com/profile_images/1927022598342230016/H-AFmkn5_normal.jpg,False,False,2025-02-14 12:11:39+00:00,https://t.co/IXibbxCtGf,10.0,0.0,6058.0,0.0
1943185712473645513,1934545813952221184,2025-07-10 05:49:11+00:00,"Hi,
Some women are finding success with Mounjaro—not just for weight loss, but for energy, cravings, and hormonal balance too.
Not a quick fix. But a real option.
https://t.co/JLQkA1xqUN
#SheMed #GLP1 #HormonalWeightLoss #WomenOnly @DenLoss",en,,0,0,0,0,"['SheMed', 'GLP1', 'HormonalWeightLoss', 'WomenOnly']",['DenLoss'],['https://www.shemed.co.uk/blog/nutrition-tips-to-maximise-weight-loss-on-mounjaro-or-wegovy'],False,1943185712473645513,everyone,[],[],0.0,0.0,Hi Some women are finding success with Mounjaro—not just for weight loss but for energy cravings and hormonal balance too. Not a quick fix. But a real option. @DenLoss,28,False,False,False,False,False,False,False,True,False,False,Adam86768554,Adamina,...,,https://pbs.twimg.com/profile_images/1934545969418321920/WwgvcVzV_normal.png,False,False,2025-06-16 09:37:55+00:00,,1.0,231.0,224.0,0.0
1943102896683520039,905176461673451521,2025-07-10 00:20:06+00:00,"GLP-1 meds like Semaglutide &amp; Tirzepatide aren’t just slimming waistlines — they’re helping you finally feel in control of cravings. 🍟🚫✨
Let Healthy Solutions MD create a plan that works with your body.
📲 Book now: https://t.co/3ABYYZTF2r
#GLP1 #MedicalWeightLoss https://t.co/aVADUuFCPg",en,,0,1,0,0,"['GLP1', 'MedicalWeightLoss']",[],"['http://healthysolutionsmd.com', 'https://x.com/HSMD7322/status/1943102896683520039/photo/1']",False,1943102896683520039,everyone,[],[],1.0,1.0,GLP-1 meds like Semaglutide & Tirzepatide arent just slimming waistlines — theyre helping you finally feel in control of cravings. Let Healthy Solutions MD create a plan that works with your body. Book now,29,False,False,False,False,False,False,False,False,False,False,HSMD7322,Healthy Solutions MD,"Weight loss, IV Therapies & Functional Medicine","Mentor, Ohio, USA",https://pbs.twimg.com/profile_images/1718620253159321600/9fvmQsSO_normal.jpg,False,False,2017-09-05 21:11:00+00:00,https://t.co/bueN88283M,28.0,132.0,395.0,0.0
